,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
68,2022-05-15,18:00,Liga 1,Torneo Apertura,6,Away,D,3,3,Sport Huancayo,Adrián Ugarriza,4-3-3,5-3-2,Jordy Espinoza,Cienciano,2022-05-15 18:00:00
69,2022-05-21,15:30,Liga 1,Torneo Apertura,5,Home,W,3,2,UTC,Carlos Javier Beltrán,4-4-2,4-3-3,Jonathan Zamora,Cienciano,2022-05-21 15:30:00
70,2022-05-30,19:00,Liga 1,Torneo Apertura,0,Away,L,0,1,Alianza Lima,Adrián Ugarriza,4-3-3,4-4-2,Roberto Pérez,Cienciano,2022-05-30 19:00:00
71,2022-06-18,15:30,Liga 1,Torneo Apertura,5,Home,W,1,0,Cantolao,Adrián Ugarriza,4-3-3,4-2-3-1,Jonathan Zamora,Cienciano,2022-06-18 15:30:00
72,2022-06-26,13:00,Liga 1,Torneo Apertura,6,Away,D,2,2,Carlos Stein,Adrián Ugarriza,4-4-2,4-5-1,Hibert Villegas,Cienciano,2022-06-26 13:00:00
73,2022-07-02,15:15,Liga 1,Torneo Apertura,5,Home,W,5,3,USMP,Adrián Ugarriza,4-3-3,4-2-3-1,Julio Quiróz,Cienciano,2022-07-02 15:15:00
74,2022-07-09,18:00,Liga 1,Torneo Clausura,5,Home,W,2,0,U César Vallejo,Adrián Ugarriza,4-4-2,3-4-3,Beider Joel Vásquez Guevara,Cienciano,2022-07-09 18:00:00
75,2022-07-15,15:30,Liga 1,Torneo Clausura,4,Away,D,0,0,Dep Municipal,Adrián Ugarriza,4-4-2,4-2-3-1,Wilfredo Blas,Cienciano,2022-07-15 15:30:00
76,2022-07-24,15:00,Liga 1,Torneo Clausura,6,Away,W,1,0,ADT Tarma,Adrián Ugarriza,3-5-2,4-3-3,Sebastián Lozano,Cienciano,2022-07-24 15:00:00
77,2022-07-27,17:30,Liga 1,Torneo Clausura,2,Home,D,1,1,Binacional,Adrián Ugarriza,4-4-2,4-5-1,Joel Alarcón,Cienciano,2022-07-27 17:30:00
78,2022-07-30,15:15,Liga 1,Torneo Clausura,5,Away,W,1,0,Ayacucho,Adrián Ugarriza,4-2-3-1,4-4-1-1,Luis Garay Evia,Cienciano,2022-07-30 15:15:00
79,2022-08-07,15:30,Liga 1,Torneo Clausura,6,Home,W,1,0,Universitario,Adrián Ugarriza,4-4-2,5-3-2,Jesús Cartagena,Cienciano,2022-08-07 15:30:00
80,2022-08-14,13:15,Liga 1,Torneo Clausura,6,Away,L,1,2,Sport Boys,Carlos Javier Beltrán,4-4-2,4-3-3,Roberto Pérez,Cienciano,2022-08-14 13:15:00
81,2022-08-20,15:30,Liga 1,Torneo Clausura,5,Home,D,2,2,Atlético Grau,Kevin Sandoval,3-4-3,3-4-3,Sebastián Lozano,Cienciano,2022-08-20 15:30:00
82,2022-08-28,11:00,Liga 1,Torneo Clausura,6,Away,L,0,1,Alianza Atlético,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Julio Quiróz,Cienciano,2022-08-28 11:00:00
83,2022-09-03,15:30,Liga 1,Torneo Clausura,5,Home,W,2,0,Mannucci,Luciano Recalde,4-3-3,5-4-1,Italo Gonzáles,Cienciano,2022-09-03 15:30:00
84,2022-09-11,11:00,Liga 1,Torneo Clausura,6,Away,L,1,4,Sporting Cristal,Adrián Ugarriza,4-2-3-1,4-3-3,Christian Zegarra,Cienciano,2022-09-11 11:00:00
85,2022-09-17,15:30,Liga 1,Torneo Clausura,5,Home,D,2,2,Melgar,Adrián Ugarriza,4-4-2,4-3-3,Joel Alarcón,Cienciano,2022-09-17 15:30:00
86,2022-10-04,17:30,Liga 1,Torneo Clausura,1,Home,L,0,1,Sport Huancayo,Carlos Javier Beltrán,4-4-2,4-2-3-1,Jesús Cartagena,Cienciano,2022-10-04 17:30:00
87,2022-10-07,15:30,Liga 1,Torneo Clausura,4,Away,L,1,2,UTC,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Daniel Ureta,Cienciano,2022-10-07 15:30:00
88,2022-10-16,18:00,Liga 1,Torneo Clausura,6,Home,L,0,2,Alianza Lima,Adrián Ugarriza,4-3-3,4-4-2,Augusto Menéndez,Cienciano,2022-10-16 18:00:00
89,2022-10-20,11:00,Liga 1,Torneo Clausura,3,Away,L,1,3,Cantolao,Adrián Ugarriza,4-3-3,4-2-3-1,Diego Haro,Cienciano,2022-10-20 11:00:00
90,2022-10-23,18:00,Liga 1,Torneo Clausura,6,Home,W,6,2,Carlos Stein,Adrián Ugarriza,4-3-3,4-2-3-1,Joel Alarcón,Cienciano,2022-10-23 18:00:00
91,2022-10-30,15:00,Liga 1,Torneo Clausura,6,Away,W,2,1,USMP,Adrián Ugarriza,4-4-2,4-4-2,Julio Quiróz,Cienciano,2022-10-30 15:00:00
92,2023-02-04,15:30,Liga 1,Torneo Apertura,5,Away,L,0,3,UTC,,,,,Cienciano,2023-02-04 15:30:00
93,2023-02-10,19:00,Liga 1,Torneo Apertura,4,Home,W,2,0,Cusco,Kevin Sandoval,4-4-2,4-5-1,Diego Haro,Cienciano,2023-02-10 19:00:00
94,2023-02-18,13:00,Liga 1,Torneo Apertura,5,Away,W,3,1,Sport Huancayo,Paolo Hurtado,4-3-3,3-5-2,Edwin Ordóñez,Cienciano,2023-02-18 13:00:00
95,2023-03-09,21:00,Sudamericana,First stage,3,Away,L,0,2,pe Universitario,Carlos Javier Beltrán,4-3-3,4-2-3-1,Gustavo Tejera,Cienciano,2023-03-09 21:00:00
96,2023-03-12,15:30,Liga 1,Torneo Apertura,6,Away,L,0,1,Cantolao,Carlos Javier Beltrán,4-3-3,4-4-2,Julio Quiróz,Cienciano,2023-03-12 15:30:00
97,2023-03-18,18:00,Liga 1,Torneo Apertura,5,Home,W,3,1,Unión Comercio,Carlos Javier Beltrán,4-3-3,4-2-3-1,Edwin Ordóñez,Cienciano,2023-03-18 18:00:00
98,2023-03-24,20:30,Liga 1,Torneo Apertura,4,Away,L,0,3,Universitario,Carlos Javier Beltrán,4-2-3-1,3-4-1-2,Kevin Ortega,Cienciano,2023-03-24 20:30:00
99,2023-04-01,19:00,Liga 1,Torneo Apertura,5,Away,L,0,2,Alianza Lima,Paolo Hurtado,4-2-3-1,4-3-3,Joel Alarcón,Cienciano,2023-04-01 19:00:00
100,2023-04-08,18:00,Liga 1,Torneo Apertura,5,Home,W,1,0,Mannucci,Paolo Hurtado,4-1-4-1,4-3-3,Luis Ciriaco Liñan,Cienciano,2023-04-08 18:00:00
101,2023-04-14,19:00,Liga 1,Torneo Apertura,4,Away,L,0,1,Melgar,Carlos Javier Beltrán,4-1-4-1,4-3-3,Jesús Cartagena,Cienciano,2023-04-14 19:00:00
102,2023-04-22,18:00,Liga 1,Torneo Apertura,5,Home,D,1,1,Binacional,Alberto Quintero,4-1-4-1,4-2-3-1,David Huaman,Cienciano,2023-04-22 18:00:00
103,2023-04-30,15:30,Liga 1,Torneo Apertura,6,Away,W,4,3,ADT Tarma,Alberto Quintero,4-3-3,4-2-3-1,Pablo López,Cienciano,2023-04-30 15:30:00
104,2023-05-06,19:00,Liga 1,Torneo Apertura,5,Home,D,0,0,Deportivo Garcilaso,Alberto Quintero,4-1-4-1,4-3-3,Joel Alarcón,Cienciano,2023-05-06 19:00:00
105,2023-05-10,15:30,Liga 1,Torneo Apertura,2,Home,W,5,2,Alianza Atlético,Alberto Quintero,4-1-4-1,3-4-3,Wilfredo Blas,Cienciano,2023-05-10 15:30:00
106,2023-05-14,15:30,Liga 1,Torneo Apertura,6,Home,D,1,1,U César Vallejo,Alberto Quintero,4-1-4-1,4-2-3-1,Jonathan Zamora,Cienciano,2023-05-14 15:30:00
107,2023-05-21,13:00,Liga 1,Torneo Apertura,6,Away,L,0,4,Atlético Grau,Alberto Quintero,4-1-4-1,4-2-3-1,Luis Ciriaco Liñan,Cienciano,2023-05-21 13:00:00
108,2023-05-26,19:00,Liga 1,Torneo Apertura,4,Home,W,1,0,Dep Municipal,Alberto Quintero,4-2-3-1,4-4-2,Roberto Pérez,Cienciano,2023-05-26 19:00:00
109,2023-06-01,20:00,Liga 1,Torneo Apertura,3,Away,L,2,4,Sporting Cristal,Alberto Quintero,4-2-3-1,4-3-3,Diego Haro,Cienciano,2023-06-01 20:00:00
110,2023-06-09,19:00,Liga 1,Torneo Apertura,4,Home,L,0,1,Sport Boys,Alberto Quintero,4-3-3,4-2-3-1,Jordy Espinoza,Cienciano,2023-06-09 19:00:00
111,2023-06-22,19:00,Liga 1,Torneo Clausura,3,Home,D,1,1,Universitario,Carlos Javier Beltrán,4-2-3-1,3-5-2,Fernando Legario,Cienciano,2023-06-22 19:00:00
112,2023-07-03,18:00,Liga 1,Torneo Clausura,0,Away,W,3,0,U César Vallejo,Carlos Javier Beltrán,5-4-1,4-2-3-1,Diego Haro,Cienciano,2023-07-03 18:00:00
113,2023-07-08,15:30,Liga 1,Torneo Clausura,5,Home,D,2,2,UTC,Carlos Javier Beltrán,5-4-1,4-2-3-1,Sebastián Lozano,Cienciano,2023-07-08 15:30:00
114,2023-07-16,17:00,Liga 1,Torneo Clausura,6,Away,D,0,0,Cusco,Carlos Javier Beltrán,5-4-1,3-4-3,Augusto Menéndez,Cienciano,2023-07-16 17:00:00
115,2023-07-21,19:45,Liga 1,Torneo Clausura,4,Home,W,1,0,Sport Huancayo,Carlos Javier Beltrán,5-4-1,4-2-3-1,Jordy Espinoza,Cienciano,2023-07-21 19:45:00
116,2023-08-06,13:00,Liga 1,Torneo Clausura,6,Away,L,1,2,Alianza Atlético,Carlos Javier Beltrán,5-4-1,3-4-3,Joel Alarcón,Cienciano,2023-08-06 13:00:00
117,2023-08-12,15:15,Liga 1,Torneo Clausura,5,Home,W,1,0,Cantolao,Alberto Quintero,4-2-3-1,5-3-2,Hibert Villegas,Cienciano,2023-08-12 15:15:00
118,2023-08-15,13:00,Liga 1,Torneo Clausura,1,Away,L,0,2,Unión Comercio,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Jordy Espinoza,Cienciano,2023-08-15 13:00:00
119,2023-08-20,18:00,Liga 1,Torneo Clausura,6,Home,D,0,0,Alianza Lima,Carlos Javier Beltrán,3-4-3,4-3-3,Jesús Cartagena,Cienciano,2023-08-20 18:00:00
120,2023-08-26,15:00,Liga 1,Torneo Clausura,5,Away,L,0,2,Mannucci,Carlos Javier Beltrán,3-4-3,4-4-2,Italo Gonzáles,Cienciano,2023-08-26 15:00:00
121,2023-09-09,19:00,Liga 1,Torneo Clausura,5,Home,L,0,1,Melgar,Carlos Javier Beltrán,3-4-3,3-4-3,Diego Haro,Cienciano,2023-09-09 19:00:00
122,2023-09-15,19:00,Liga 1,Torneo Clausura,4,Away,D,2,2,Binacional,Alberto Quintero,4-2-3-1,4-3-3,Jesús Cartagena,Cienciano,2023-09-15 19:00:00
123,2023-09-20,18:30,Liga 1,Torneo Clausura,2,Home,D,2,2,ADT Tarma,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Michael Espinoza,Cienciano,2023-09-20 18:30:00
124,2023-09-24,19:30,Liga 1,Torneo Clausura,6,Away,W,3,0,Deportivo Garcilaso,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Joel Alarcón,Cienciano,2023-09-24 19:30:00
125,2023-09-30,15:00,Liga 1,Torneo Clausura,5,Home,W,2,0,Atlético Grau,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Roberto Pérez,Cienciano,2023-09-30 15:00:00
126,2023-10-07,13:00,Liga 1,Torneo Clausura,5,Away,L,1,4,Dep Municipal,Carlos Javier Beltrán,4-2-3-1,4-3-3,Fernando Legario,Cienciano,2023-10-07 13:00:00
127,2023-10-22,20:00,Liga 1,Torneo Clausura,6,Home,W,1,0,Sporting Cristal,Carlos Javier Beltrán,4-2-3-1,3-4-3,Kevin Ortega,Cienciano,2023-10-22 20:00:00
128,2023-10-28,15:15,Liga 1,Torneo Clausura,5,Away,L,1,2,Sport Boys,Carlos Javier Beltrán,4-2-3-1,4-3-3,Daniel Ureta,Cienciano,2023-10-28 15:15:00
129,2024-01-27,20:00,Liga 1,Torneo Apertura,5,Home,W,1,0,Comerciantes Unidos,Germán Mera,4-2-3-1,4-2-3-1,,Cienciano,2024-01-27 20:00:00
130,2024-02-03,15:00,Liga 1,Torneo Apertura,5,Away,D,1,1,ADT Tarma,Germán Mera,4-2-3-1,4-2-3-1,,Cienciano,2024-02-03 15:00:00
131,2024-02-09,19:00,Liga 1,Torneo Apertura,4,Home,D,2,2,Sporting Cristal,Germán Mera,4-2-3-1,4-2-3-1,,Cienciano,2024-02-09 19:00:00
132,2024-02-18,17:00,Liga 1,Torneo Apertura,6,Home,W,3,2,Sport Boys,Germán Mera,4-4-1-1,5-4-1,,Cienciano,2024-02-18 17:00:00
133,2024-02-26,15:00,Liga 1,Torneo Apertura,0,Away,W,2,1,CDC Santa Rosa,Claudio Torrejón,4-4-1-1,4-2-3-1,,Cienciano,2024-02-26 15:00:00
134,2024-03-03,19:00,Liga 1,Torneo Apertura,6,Home,D,2,2,Mannucci,Germán Mera,4-4-1-1,4-2-3-1,,Cienciano,2024-03-03 19:00:00
135,2024-03-09,13:15,Liga 1,Torneo Apertura,5,Away,D,1,1,Atlético Grau,Germán Mera,4-4-1-1,4-2-3-1,,Cienciano,2024-03-09 13:15:00
136,2024-03-13,18:30,Liga 1,Torneo Apertura,2,Home,W,2,1,Alianza Lima,Germán Mera,4-2-3-1,3-5-2,,Cienciano,2024-03-13 18:30:00
137,2024-03-30,16:45,Liga 1,Torneo Apertura,5,Away,L,0,2,Melgar,Germán Mera,4-1-4-1,4-2-3-1,,Cienciano,2024-03-30 16:45:00
138,2024-04-06,19:30,Liga 1,Torneo Apertura,5,Home,D,1,1,UTC,Germán Mera,4-1-4-1,4-2-3-1,,Cienciano,2024-04-06 19:30:00
139,2024-04-12,15:00,Liga 1,Torneo Apertura,4,Away,W,2,1,Sport Huancayo,Claudio Torrejón,4-2-3-1,4-4-2,,Cienciano,2024-04-12 15:00:00
140,2024-04-19,20:00,Liga 1,Torneo Apertura,4,Home,L,0,2,Deportivo Garcilaso,Claudio Torrejón,4-2-3-1,4-2-3-1,,Cienciano,2024-04-19 20:00:00
141,2024-04-27,17:30,Liga 1,Torneo Apertura,5,Away,L,0,2,Cusco,Claudio Torrejón,4-2-3-1,4-3-3,,Cienciano,2024-04-27 17:30:00
142,2024-05-03,18:00,Liga 1,Torneo Apertura,4,Home,D,1,1,U César Vallejo,Claudio Torrejón,4-2-3-1,5-4-1,,Cienciano,2024-05-03 18:00:00
143,2024-05-13,14:30,Liga 1,Torneo Apertura,0,Away,W,1,0,Alianza Atlético,Claudio Torrejón,4-2-3-1,4-4-2,,Cienciano,2024-05-13 14:30:00
144,2024-05-20,20:00,Liga 1,Torneo Apertura,0,Home,D,0,0,Universitario,Claudio Torrejón,4-2-3-1,3-1-4-2,,Cienciano,2024-05-20 20:00:00
145,2024-05-27,14:30,Liga 1,Torneo Apertura,0,Away,D,1,1,Unión Comercio,Claudio Torrejón,4-2-3-1,4-1-4-1,,Cienciano,2024-05-27 14:30:00
146,2024-07-13,13:00,Liga 1,Torneo Clausura,5,Away,W,2,1,Comerciantes Unidos,Claudio Torrejón,5-4-1,4-2-3-1,,Cienciano,2024-07-13 13:00:00
