,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
2005,2023-09-29,15:00,Liga 1,Torneo Clausura,4,Home,D,1,1,Sport Boys,Luis Trujillo,4-2-3-1,4-3-3,Micke Palomino,Universidad Técnica de Cajamarca,2023-09-29 15:00:00
2006,2023-10-02,20:30,Liga 1,Torneo Clausura,0,Away,L,0,3,Universitario,Luis Trujillo,4-2-3-1,3-5-2,Roberto Pérez,Universidad Técnica de Cajamarca,2023-10-02 20:30:00
2007,2023-10-20,15:00,Liga 1,Torneo Clausura,4,Home,D,1,1,U César Vallejo,Luis Trujillo,4-2-3-1,4-2-3-1,Michael Espinoza,Universidad Técnica de Cajamarca,2023-10-20 15:00:00
2008,2024-01-26,15:00,Liga 1,Torneo Apertura,4,Home,W,1,0,Deportivo Garcilaso,Patrick Zubczuk,4-2-3-1,4-4-2,,Universidad Técnica de Cajamarca,2024-01-26 15:00:00
2009,2024-02-02,15:00,Liga 1,Torneo Apertura,4,Away,D,1,1,Cusco,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-02-02 15:00:00
2010,2024-02-09,15:00,Liga 1,Torneo Apertura,4,Home,W,4,0,U César Vallejo,Patrick Zubczuk,4-2-3-1,4-3-3,,Universidad Técnica de Cajamarca,2024-02-09 15:00:00
2011,2024-02-16,14:30,Liga 1,Torneo Apertura,4,Away,L,0,2,Alianza Atlético,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-02-16 14:30:00
2012,2024-02-24,15:00,Liga 1,Torneo Apertura,5,Home,D,0,0,Universitario,Patrick Zubczuk,4-2-3-1,3-5-2,,Universidad Técnica de Cajamarca,2024-02-24 15:00:00
2013,2024-03-04,14:00,Liga 1,Torneo Apertura,0,Away,L,0,2,Unión Comercio,Patrick Zubczuk,5-4-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-03-04 14:00:00
2014,2024-03-08,15:00,Liga 1,Torneo Apertura,4,Home,L,2,3,Comerciantes Unidos,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-03-08 15:00:00
2015,2024-03-16,15:00,Liga 1,Torneo Apertura,5,Away,L,1,2,ADT Tarma,Patrick Zubczuk,3-4-3,3-4-1-2,,Universidad Técnica de Cajamarca,2024-03-16 15:00:00
2016,2024-03-31,15:30,Liga 1,Torneo Apertura,6,Home,L,1,2,Sporting Cristal,Patrick Zubczuk,3-4-1-2,4-2-3-1,,Universidad Técnica de Cajamarca,2024-03-31 15:30:00
2017,2024-04-06,19:30,Liga 1,Torneo Apertura,5,Away,D,1,1,Cienciano,Patrick Zubczuk,4-2-3-1,4-1-4-1,,Universidad Técnica de Cajamarca,2024-04-06 19:30:00
2018,2024-04-15,15:00,Liga 1,Torneo Apertura,0,Home,W,2,0,CDC Santa Rosa,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-04-15 15:00:00
2019,2024-04-20,15:30,Liga 1,Torneo Apertura,5,Away,L,0,2,Mannucci,Patrick Zubczuk,4-2-3-1,3-5-2,,Universidad Técnica de Cajamarca,2024-04-20 15:30:00
2020,2024-04-27,15:00,Liga 1,Torneo Apertura,5,Home,W,3,2,Atlético Grau,Patrick Zubczuk,4-2-3-1,4-3-3,,Universidad Técnica de Cajamarca,2024-04-27 15:00:00
2021,2024-05-03,20:30,Liga 1,Torneo Apertura,4,Away,L,0,1,Alianza Lima,Patrick Zubczuk,4-3-3,3-1-4-2,,Universidad Técnica de Cajamarca,2024-05-03 20:30:00
2022,2024-05-12,13:00,Liga 1,Torneo Apertura,6,Home,L,2,6,Melgar,Patrick Zubczuk,4-3-3,4-2-3-1,,Universidad Técnica de Cajamarca,2024-05-12 13:00:00
2023,2024-05-20,15:00,Liga 1,Torneo Apertura,0,Home,L,2,4,Sport Boys,Patrick Zubczuk,4-2-3-1,4-3-3,,Universidad Técnica de Cajamarca,2024-05-20 15:00:00
2024,2024-05-25,11:00,Liga 1,Torneo Apertura,5,Away,D,1,1,Sport Huancayo,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-05-25 11:00:00
2025,2024-07-12,19:00,Liga 1,Torneo Clausura,4,Away,L,0,1,Deportivo Garcilaso,Patrick Zubczuk,5-3-2,4-2-3-1,,Universidad Técnica de Cajamarca,2024-07-12 19:00:00
2026,2024-07-19,13:00,Liga 1,Torneo Clausura,4,Home,W,2,1,Cusco,Patrick Zubczuk,4-1-4-1,4-1-4-1,,Universidad Técnica de Cajamarca,2024-07-19 13:00:00
2027,2024-07-25,19:00,Liga 1,Torneo Clausura,3,Away,L,0,2,U César Vallejo,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-07-25 19:00:00
2028,2024-08-01,15:00,Liga 1,Torneo Clausura,3,Home,D,1,1,Alianza Atlético,Patrick Zubczuk,4-2-3-1,4-1-4-1,,Universidad Técnica de Cajamarca,2024-08-01 15:00:00
2029,2024-08-04,20:00,Liga 1,Torneo Clausura,6,Away,L,0,1,Universitario,Patrick Zubczuk,4-4-2,3-1-4-2,,Universidad Técnica de Cajamarca,2024-08-04 20:00:00
2030,2024-08-09,15:00,Liga 1,Torneo Clausura,4,Home,W,3,1,Unión Comercio,Patrick Zubczuk,4-4-2,4-2-3-1,,Universidad Técnica de Cajamarca,2024-08-09 15:00:00
2031,2024-08-15,15:15,Liga 1,Torneo Clausura,3,Away,D,1,1,Comerciantes Unidos,Patrick Zubczuk,4-4-2,4-2-3-1,,Universidad Técnica de Cajamarca,2024-08-15 15:15:00
2032,2024-08-20,13:00,Liga 1,Torneo Clausura,1,Home,D,1,1,ADT Tarma,Patrick Zubczuk,4-4-2,3-4-3,,Universidad Técnica de Cajamarca,2024-08-20 13:00:00
2033,2024-08-25,11:00,Liga 1,Torneo Clausura,6,Away,L,0,4,Sporting Cristal,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Universidad Técnica de Cajamarca,2024-08-25 11:00:00
2034,2024-09-13,13:00,Liga 1,Torneo Clausura,4,Home,L,1,2,Cienciano,Patrick Zubczuk,4-2-3-1,4-2-3-1,Augusto Méndez,Universidad Técnica de Cajamarca,2024-09-13 13:00:00
2035,2024-09-19,15:15,Liga 1,Torneo Clausura,3,Away,D,1,1,CDC Santa Rosa,Patrick Zubczuk,4-2-3-1,5-3-2,Micke Palomino,Universidad Técnica de Cajamarca,2024-09-19 15:15:00
2036,2024-09-24,15:00,Liga 1,Torneo Clausura,1,Home,W,2,0,Mannucci,Joel Sánchez,4-2-3-1,4-4-2,Kevin Ortega,Universidad Técnica de Cajamarca,2024-09-24 15:00:00
2037,2024-09-30,13:00,Liga 1,Torneo Clausura,0,Away,L,0,4,Atlético Grau,Patrick Zubczuk,4-2-3-1,4-2-3-1,Alejandro Villanueva,Universidad Técnica de Cajamarca,2024-09-30 13:00:00
2038,2024-10-18,15:00,Liga 1,Torneo Clausura,4,Home,L,0,1,Alianza Lima,Joel Sánchez,3-5-2,3-5-2,Michael Espinoza,Universidad Técnica de Cajamarca,2024-10-18 15:00:00
2039,2024-10-22,18:00,Liga 1,Torneo Clausura,1,Away,L,0,1,Melgar,Joel Sánchez,3-4-3,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2024-10-22 18:00:00
2040,2024-10-27,13:00,Liga 1,Torneo Clausura,6,Away,D,1,1,Sport Boys,Patrick Zubczuk,3-4-3,4-4-2,Joel Alarcón,Universidad Técnica de Cajamarca,2024-10-27 13:00:00
2041,2024-11-02,15:15,Liga 1,Torneo Clausura,5,Home,D,1,1,Sport Huancayo,Patrick Zubczuk,4-3-3,4-2-3-1,Diego Haro,Universidad Técnica de Cajamarca,2024-11-02 15:15:00
2042,2020-02-01,17:30,Liga 1,Torneo Apertura,5,Home,W,1,0,Atlético Grau,Joel Pinto,4-2-3-1,4-2-3-1,Roberto Pérez,Sport Huancayo,2020-02-01 17:30:00
2043,2020-02-08,20:00,Liga 1,Torneo Apertura,5,Away,L,1,2,Universitario,Joel Pinto,4-2-3-1,4-2-3-1,Michael Espinoza,Sport Huancayo,2020-02-08 20:00:00
2044,2020-02-11,19:15,Sudamericana,First stage,1,Away,D,1,1,ar Arg Juniors,Joel Pinto,4-2-3-1,4-3-3,Ángel Arteaga,Sport Huancayo,2020-02-11 19:15:00
2045,2020-02-16,17:45,Liga 1,Torneo Apertura,6,Home,D,1,1,Dep Municipal,Joel Pinto,4-2-3-1,4-2-3-1,Eduardo Chirinos,Sport Huancayo,2020-02-16 17:45:00
2046,2020-02-22,11:00,Liga 1,Torneo Apertura,5,Away,D,0,0,Sporting Cristal,Víctor Peña,4-2-3-1,4-3-3,Kevin Ortega,Sport Huancayo,2020-02-22 11:00:00
2047,2020-02-25,19:30,Sudamericana,First stage,1,Home,D,0,0,ar Arg Juniors,Joel Pinto,4-2-3-1,4-3-3,Daniel Fedorczuk,Sport Huancayo,2020-02-25 19:30:00
2048,2020-03-02,20:00,Liga 1,Torneo Apertura,0,Home,W,3,2,Cusco,Joel Pinto,4-2-3-1,4-2-3-1,Diego Haro,Sport Huancayo,2020-03-02 20:00:00
2049,2020-03-07,20:00,Liga 1,Torneo Apertura,5,Away,L,0,1,Melgar,Joel Pinto,4-2-3-1,4-3-3,Diego Haro,Sport Huancayo,2020-03-07 20:00:00
2050,2020-08-18,15:30,Liga 1,Torneo Apertura,1,Home,W,2,0,UTC,Joel Pinto,4-2-3-1,4-4-2,Luis Seminario,Sport Huancayo,2020-08-18 15:30:00
2051,2020-08-26,15:30,Liga 1,Torneo Apertura,2,Away,D,1,1,Ayacucho,Joel Pinto,4-2-3-1,4-2-3-1,Joel Alarcón,Sport Huancayo,2020-08-26 15:30:00
2052,2020-08-31,15:30,Liga 1,Torneo Apertura,0,Away,L,0,2,U César Vallejo,Joel Pinto,4-2-3-1,4-2-3-1,Miguel Santiváñez,Sport Huancayo,2020-08-31 15:30:00
2053,2020-09-08,11:00,Liga 1,Torneo Apertura,1,Home,W,1,0,Carlos Stein,Joel Pinto,4-2-3-1,4-2-3-1,Edwin Ordóñez,Sport Huancayo,2020-09-08 11:00:00
2054,2020-09-12,11:30,Liga 1,Torneo Apertura,5,Away,W,1,0,Sport Boys,Víctor Balta,4-2-3-1,4-3-3,Eduardo Chirinos,Sport Huancayo,2020-09-12 11:30:00
2055,2020-09-19,13:15,Liga 1,Torneo Apertura,5,Home,D,1,1,Alianza Lima,Joel Pinto,4-2-3-1,4-3-3,Joel Alarcón,Sport Huancayo,2020-09-19 13:15:00
2056,2020-09-22,15:30,Liga 1,Torneo Apertura,1,Away,W,3,1,Cantolao,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Sport Huancayo,2020-09-22 15:30:00
2057,2020-09-25,13:00,Liga 1,Torneo Apertura,4,Home,W,4,3,USMP,Víctor Balta,4-2-3-1,4-3-3,Roberto Pérez,Sport Huancayo,2020-09-25 13:00:00
2058,2020-09-29,13:15,Liga 1,Torneo Apertura,1,Away,D,0,0,Cienciano,Joel Pinto,4-2-3-1,4-2-3-1,José Mendoza,Sport Huancayo,2020-09-29 13:15:00
2059,2020-10-05,15:30,Liga 1,Torneo Apertura,0,Home,L,0,1,Alianza Univ,Joel Pinto,4-2-3-1,4-2-3-1,Edwin Ordóñez,Sport Huancayo,2020-10-05 15:30:00
2060,2020-10-09,11:00,Liga 1,Torneo Apertura,4,Away,W,2,0,Llacuabamba,Marcos Lliuya,4-2-3-1,4-2-3-1,Augusto Menéndez,Sport Huancayo,2020-10-09 11:00:00
2061,2020-10-13,15:30,Liga 1,Torneo Apertura,1,Home,W,1,0,Binacional,Joel Pinto,4-2-3-1,4-2-3-1,Joel Alarcón,Sport Huancayo,2020-10-13 15:30:00
2062,2020-10-19,18:15,Liga 1,Torneo Apertura,0,Away,W,1,0,Mannucci,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Sport Huancayo,2020-10-19 18:15:00
2063,2020-10-23,15:30,Liga 1,Group Stage,4,Away,D,0,0,Dep Municipal,Víctor Peña,4-2-3-1,4-2-3-1,José Mendoza,Sport Huancayo,2020-10-23 15:30:00
2064,2020-10-27,17:15,Sudamericana,Second stage,1,Home,D,1,1,uy Liverpool,Joel Pinto,4-4-2,4-2-3-1,Marlon Vera,Sport Huancayo,2020-10-27 17:15:00
2065,2020-10-30,11:00,Liga 1,Group Stage,4,Away,L,2,3,Sport Boys,Víctor Peña,4-2-3-1,4-4-2,Roberto Pérez,Sport Huancayo,2020-10-30 11:00:00
2066,2020-11-03,19:15,Sudamericana,Second stage,1,Away,W,2,1,uy Liverpool,Joel Pinto,4-4-2,4-2-3-1,Arnaldo Samaniego,Sport Huancayo,2020-11-03 19:15:00
2067,2020-11-06,11:00,Liga 1,Group Stage,4,Away,D,0,0,Cusco,Joel Pinto,4-4-1-1,4-3-3,Hibert Villegas,Sport Huancayo,2020-11-06 11:00:00
2068,2020-11-09,13:15,Liga 1,Group Stage,0,Home,L,0,3,Ayacucho,Víctor Balta,4-2-3-1,3-4-3,Joel Alarcón,Sport Huancayo,2020-11-09 13:15:00
2069,2020-11-12,15:30,Liga 1,Group Stage,3,Home,D,0,0,U César Vallejo,Joel Pinto,4-2-3-1,3-4-3,Kevin Ortega,Sport Huancayo,2020-11-12 15:30:00
2070,2020-11-16,15:30,Liga 1,Group Stage,0,Home,W,4,3,Llacuabamba,Joel Pinto,4-2-3-1,3-4-1-2,Miguel Santiváñez,Sport Huancayo,2020-11-16 15:30:00
2071,2020-11-18,18:00,Liga 1,Group Stage,2,Away,L,0,4,Melgar,Joel Pinto,4-2-3-1,4-3-3,Micke Palomino,Sport Huancayo,2020-11-18 18:00:00
2072,2020-11-21,18:00,Liga 1,Group Stage,5,Away,L,1,2,Mannucci,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Sport Huancayo,2020-11-21 18:00:00
2073,2020-11-25,21:30,Sudamericana,Round of 16,2,Away,D,0,0,cl Coquimbo Unido,Joel Pinto,4-2-3-1,3-4-3,Gery Vargas,Sport Huancayo,2020-11-25 21:30:00
2074,2020-11-28,15:30,Liga 1,Group Stage,5,Home,W,2,0,Alianza Lima,Joel Pinto,4-2-3-1,4-4-2,Kevin Ortega,Sport Huancayo,2020-11-28 15:30:00
2075,2020-12-02,19:30,Sudamericana,Round of 16,2,Home,L,0,2,cl Coquimbo Unido,Joel Pinto,4-2-3-1,3-4-3,Augusto Aragón,Sport Huancayo,2020-12-02 19:30:00
2076,2021-03-12,13:15,Liga 1,Group Stage,4,Away,W,1,0,Dep Municipal,Joel Pinto,4-4-2,4-2-3-1,Diego Haro,Sport Huancayo,2021-03-12 13:15:00
2077,2021-03-17,19:30,Sudamericana,First stage,2,Away,W,1,0,pe UTC,Joel Pinto,4-2-3-1,4-4-1-1,Augusto Menéndez,Sport Huancayo,2021-03-17 19:30:00
2078,2021-03-22,11:00,Liga 1,Group Stage,0,Home,W,3,0,Binacional,Daniel Morales,4-2-3-1,4-2-3-1,Fernando Legario,Sport Huancayo,2021-03-22 11:00:00
2079,2021-03-31,15:30,Liga 1,Group Stage,2,Away,L,0,3,Ayacucho,Joel Pinto,4-2-3-1,4-2-3-1,José Mendoza,Sport Huancayo,2021-03-31 15:30:00
2080,2021-04-07,19:30,Sudamericana,First stage,2,Home,W,4,0,pe UTC,Joel Pinto,4-2-3-1,4-3-3,Diego Haro,Sport Huancayo,2021-04-07 19:30:00
2081,2021-04-14,15:30,Liga 1,Group Stage,2,Home,D,0,0,Alianza Lima,Joel Pinto,4-2-3-1,4-3-3,Edwin Ordóñez,Sport Huancayo,2021-04-14 15:30:00
2082,2021-04-22,21:30,Sudamericana,Group stage,3,Away,L,1,5,uy Peñarol,Víctor Balta,4-2-3-1,4-4-2,Álex Cajas,Sport Huancayo,2021-04-22 21:30:00
2083,2021-04-26,15:30,Liga 1,Group Stage,0,Away,W,1,0,Cusco,Víctor Balta,4-2-3-1,4-2-3-1,Pablo López,Sport Huancayo,2021-04-26 15:30:00
2084,2021-04-29,17:15,Sudamericana,Group stage,3,Home,L,1,2,py River Plate,Joel Pinto,4-2-3-1,4-4-2,Nicolás Gallo,Sport Huancayo,2021-04-29 17:15:00
2085,2021-05-03,11:00,Liga 1,Group Stage,0,Home,D,3,3,Alianza Univ,Joel Pinto,4-2-3-1,4-4-2,Luis Seminario,Sport Huancayo,2021-05-03 11:00:00
2086,2021-05-06,19:30,Sudamericana,Group stage,3,Home,L,0,3,br Corinthians,Joel Pinto,4-2-3-1,3-4-1-2,John J. Ospina,Sport Huancayo,2021-05-06 19:30:00
2087,2021-05-09,15:30,Liga 1,Group Stage,6,Home,D,0,0,U César Vallejo,Víctor Balta,4-2-3-1,4-2-3-1,Fernando Legario,Sport Huancayo,2021-05-09 15:30:00
2088,2021-05-13,20:30,Sudamericana,Group stage,3,Away,L,1,2,py River Plate,Joel Pinto,4-2-3-1,4-4-2,Angelo Hermosilla,Sport Huancayo,2021-05-13 20:30:00
2089,2021-05-16,15:30,Liga 1,Group Stage,6,Away,L,0,2,Sporting Cristal,Joel Pinto,4-2-3-1,4-2-3-1,Micke Palomino,Sport Huancayo,2021-05-16 15:30:00
2090,2021-05-20,21:30,Sudamericana,Group stage,3,Away,L,0,5,br Corinthians,Joel Pinto,4-2-3-1,4-2-3-1,Angelo Hermosilla,Sport Huancayo,2021-05-20 21:30:00
2091,2021-05-23,11:00,Liga 1,Group Stage,6,Home,L,0,1,Sport Boys,Joel Pinto,4-2-3-1,3-1-4-2,José Mendoza,Sport Huancayo,2021-05-23 11:00:00
2092,2021-05-26,19:30,Sudamericana,Group stage,2,Home,D,0,0,uy Peñarol,Víctor Balta,4-2-3-1,4-2-3-1,Facundo Tello,Sport Huancayo,2021-05-26 19:30:00
2093,2021-07-18,11:00,Liga 1,Torneo Clausura,6,Home,L,0,3,Melgar,Joel Pinto,4-2-3-1,4-2-3-1,Jonathan Zamora,Sport Huancayo,2021-07-18 11:00:00
2094,2021-07-24,11:00,Liga 1,Torneo Clausura,5,Away,L,0,1,Alianza Atlético,Víctor Balta,4-2-3-1,3-4-1-2,Micke Palomino,Sport Huancayo,2021-07-24 11:00:00
2095,2021-07-31,15:30,Liga 1,Torneo Clausura,5,Home,D,0,0,UTC,Víctor Balta,4-2-3-1,4-2-3-1,Edwin Ordóñez,Sport Huancayo,2021-07-31 15:30:00
2096,2021-08-03,15:30,Liga 1,Torneo Clausura,1,Away,D,1,1,Mannucci,Marcos Lliuya,4-2-3-1,4-4-2,Jesús Cartagena,Sport Huancayo,2021-08-03 15:30:00
2097,2021-08-06,15:30,Liga 1,Torneo Clausura,4,Home,L,1,2,Sporting Cristal,Marcos Lliuya,4-2-3-1,4-1-4-1,Fernando Legario,Sport Huancayo,2021-08-06 15:30:00
2098,2021-08-14,18:00,Liga 1,Torneo Clausura,5,Away,D,0,0,Cienciano,Víctor Balta,4-2-3-1,4-2-3-1,Edwin Ordóñez,Sport Huancayo,2021-08-14 18:00:00
2099,2021-08-18,13:00,Liga 1,Torneo Clausura,2,Home,D,1,1,Ayacucho,Víctor Balta,4-2-3-1,4-2-3-1,David Huaman,Sport Huancayo,2021-08-18 13:00:00
2100,2021-08-23,15:30,Liga 1,Torneo Clausura,0,Away,D,1,1,Alianza Lima,Víctor Balta,4-2-3-1,3-5-2,Joel Alarcón,Sport Huancayo,2021-08-23 15:30:00
2101,2021-08-29,11:00,Liga 1,Torneo Clausura,6,Home,D,1,1,Sport Boys,Víctor Balta,4-4-2,5-3-2,Roberto Pérez,Sport Huancayo,2021-08-29 11:00:00
2102,2021-09-11,11:00,Liga 1,Torneo Clausura,5,Away,D,0,0,Cantolao,Víctor Balta,4-3-3,4-2-3-1,Joel Alarcón,Sport Huancayo,2021-09-11 11:00:00
2103,2021-09-19,11:00,Liga 1,Torneo Clausura,6,Home,W,3,1,USMP,Víctor Balta,4-3-3,4-2-3-1,Jordy Espinoza,Sport Huancayo,2021-09-19 11:00:00
2104,2021-09-23,11:00,Liga 1,Torneo Clausura,3,Away,D,2,2,Dep Municipal,Víctor Balta,4-3-3,4-2-3-1,Jesús Cartagena,Sport Huancayo,2021-09-23 11:00:00
2105,2021-09-26,15:30,Liga 1,Torneo Clausura,6,Home,L,1,3,Universitario,Víctor Balta,4-3-3,4-2-3-1,Luis Garay Evia,Sport Huancayo,2021-09-26 15:30:00
2106,2021-10-02,10:30,Liga 1,Torneo Clausura,5,Home,W,4,3,Alianza Univ,,,,Fernando Legario,Sport Huancayo,2021-10-02 10:30:00
2107,2021-10-18,15:30,Liga 1,Torneo Clausura,0,Away,D,0,0,U César Vallejo,Víctor Balta,4-2-3-1,3-4-3,Roberto Pérez,Sport Huancayo,2021-10-18 15:30:00
2108,2021-10-23,11:00,Liga 1,Torneo Clausura,5,Home,W,2,0,Binacional,Víctor Balta,4-2-3-1,3-4-1-2,Joel Alarcón,Sport Huancayo,2021-10-23 11:00:00
2109,2021-10-30,15:00,Liga 1,Torneo Clausura,5,Away,L,1,2,Cusco,Joel Pinto,4-2-3-1,4-3-3,Roberto Pérez,Sport Huancayo,2021-10-30 15:00:00
2110,2022-02-05,15:30,Liga 1,Torneo Apertura,5,Home,W,1,0,Sporting Cristal,Víctor Balta,4-3-3,4-2-3-1,Roberto Pérez,Sport Huancayo,2022-02-05 15:30:00
2111,2022-02-13,13:30,Liga 1,Torneo Apertura,6,Away,W,4,3,Atlético Grau,Víctor Balta,4-3-3,3-5-2,Joel Alarcón,Sport Huancayo,2022-02-13 13:30:00
2112,2022-02-19,19:00,Liga 1,Torneo Apertura,5,Home,W,3,0,Melgar,Víctor Balta,4-2-3-1,4-3-3,Edwin Ordóñez,Sport Huancayo,2022-02-19 19:00:00
2113,2022-02-26,17:45,Liga 1,Torneo Apertura,5,Away,W,1,0,Mannucci,Víctor Balta,3-5-2,4-2-3-1,Roberto Pérez,Sport Huancayo,2022-02-26 17:45:00
2114,2022-03-13,15:30,Liga 1,Torneo Apertura,6,Away,L,0,1,ADT Tarma,,4-2-3-1,4-2-3-1,Luis Garay Evia,Sport Huancayo,2022-03-13 15:30:00
2115,2022-03-21,15:30,Liga 1,Torneo Apertura,0,Away,W,4,3,UTC,Víctor Balta,3-3-3-1,4-2-3-1,Joel Alarcón,Sport Huancayo,2022-03-21 15:30:00
2116,2022-04-09,11:00,Liga 1,Torneo Apertura,5,Away,W,2,0,Cantolao,Víctor Balta,4-2-3-1,4-2-3-1,Edwin Ordóñez,Sport Huancayo,2022-04-09 11:00:00
2117,2022-04-16,19:00,Liga 1,Torneo Apertura,5,Home,W,2,1,Carlos Stein,Víctor Balta,4-2-3-1,4-2-3-1,Luis Garay Evia,Sport Huancayo,2022-04-16 19:00:00
2118,2022-04-24,12:30,Liga 1,Torneo Apertura,6,Away,D,1,1,USMP,Ricardo Salcedo,3-4-3,4-3-3,Daniel Ureta,Sport Huancayo,2022-04-24 12:30:00
2119,2022-05-01,18:00,Liga 1,Torneo Apertura,6,Home,D,1,1,U César Vallejo,Víctor Balta,5-3-2,5-3-2,Jesús Cartagena,Sport Huancayo,2022-05-01 18:00:00
2120,2022-05-08,13:15,Liga 1,Torneo Apertura,6,Away,W,1,0,Dep Municipal,Víctor Balta,3-4-3,4-2-3-1,Joel Alarcón,Sport Huancayo,2022-05-08 13:15:00
2121,2022-05-15,18:00,Liga 1,Torneo Apertura,6,Home,D,3,3,Cienciano,Víctor Balta,5-3-2,4-3-3,Jordy Espinoza,Sport Huancayo,2022-05-15 18:00:00
2122,2022-05-22,18:00,Liga 1,Torneo Apertura,6,Away,L,0,1,Binacional,Ricardo Salcedo,3-4-1-2,4-3-3,Joel Alarcón,Sport Huancayo,2022-05-22 18:00:00
2123,2022-05-30,15:30,Liga 1,Torneo Apertura,0,Home,W,4,1,Alianza Atlético,Víctor Balta,3-4-3,5-4-1,Edwin Ordóñez,Sport Huancayo,2022-05-30 15:30:00
2124,2022-06-05,15:30,Liga 1,Torneo Apertura,6,Home,W,2,0,Alianza Lima,Víctor Balta,5-3-2,4-3-3,Jonathan Zamora,Sport Huancayo,2022-06-05 15:30:00
2125,2022-06-20,15:00,Liga 1,Torneo Apertura,0,Away,D,1,1,Ayacucho,Víctor Balta,5-3-2,4-2-3-1,Roberto Pérez,Sport Huancayo,2022-06-20 15:00:00
2126,2022-06-26,15:30,Liga 1,Torneo Apertura,6,Home,W,2,0,Universitario,Víctor Balta,5-3-2,4-2-3-1,Joel Alarcón,Sport Huancayo,2022-06-26 15:30:00
2127,2022-07-03,15:00,Liga 1,Torneo Apertura,6,Away,W,3,2,Sport Boys,Víctor Balta,5-3-2,4-3-3,Jesús Cartagena,Sport Huancayo,2022-07-03 15:00:00
2128,2022-07-09,13:00,Liga 1,Torneo Clausura,5,Away,L,3,4,Sporting Cristal,Víctor Balta,3-4-1-2,4-2-3-1,Hibert Villegas,Sport Huancayo,2022-07-09 13:00:00
2129,2022-07-16,18:00,Liga 1,Torneo Clausura,5,Home,D,1,1,Atlético Grau,Víctor Balta,3-4-1-2,4-4-2,Edwin Ordóñez,Sport Huancayo,2022-07-16 18:00:00
2130,2022-07-23,18:00,Liga 1,Torneo Clausura,5,Away,L,0,1,Melgar,Víctor Balta,3-4-1-2,4-2-3-1,Kevin Ortega,Sport Huancayo,2022-07-23 18:00:00
2131,2022-07-26,17:30,Liga 1,Torneo Clausura,1,Home,W,4,0,Mannucci,Joel Pinto,3-4-1-2,3-4-3,Fernando Legario,Sport Huancayo,2022-07-26 17:30:00
2132,2022-08-06,18:00,Liga 1,Torneo Clausura,5,Home,D,1,1,ADT Tarma,Víctor Balta,3-4-1-2,4-2-3-1,Micke Palomino,Sport Huancayo,2022-08-06 18:00:00
2133,2022-08-14,15:30,Liga 1,Torneo Clausura,6,Home,W,4,0,UTC,Víctor Balta,4-2-3-1,4-2-3-1,Julio Quiróz,Sport Huancayo,2022-08-14 15:30:00
2134,2022-08-21,11:00,Liga 1,Torneo Clausura,6,Away,L,0,1,Alianza Lima,Víctor Balta,4-2-3-1,4-4-2,Joel Alarcón,Sport Huancayo,2022-08-21 11:00:00
2135,2022-08-27,15:30,Liga 1,Torneo Clausura,5,Home,D,1,1,Cantolao,Víctor Balta,4-2-3-1,4-2-3-1,Daniel Ureta,Sport Huancayo,2022-08-27 15:30:00
2136,2022-09-04,13:00,Liga 1,Torneo Clausura,6,Away,W,1,0,Carlos Stein,Víctor Balta,3-4-1-2,4-2-3-1,Sebastián Lozano,Sport Huancayo,2022-09-04 13:00:00
2137,2022-09-12,15:30,Liga 1,Torneo Clausura,0,Home,W,3,2,USMP,Víctor Balta,4-4-2,4-3-3,Julio Quiróz,Sport Huancayo,2022-09-12 15:30:00
2138,2022-09-17,13:15,Liga 1,Torneo Clausura,5,Away,L,1,2,U César Vallejo,Víctor Balta,4-4-2,4-2-3-1,Robin Segura Tuanama,Sport Huancayo,2022-09-17 13:15:00
2139,2022-09-28,15:30,Liga 1,Torneo Clausura,2,Home,W,2,1,Dep Municipal,Víctor Balta,4-4-2,4-2-3-1,Hibert Villegas,Sport Huancayo,2022-09-28 15:30:00
2140,2022-10-04,17:30,Liga 1,Torneo Clausura,1,Away,W,1,0,Cienciano,Víctor Balta,4-2-3-1,4-4-2,Jesús Cartagena,Sport Huancayo,2022-10-04 17:30:00
2141,2022-10-10,15:30,Liga 1,Torneo Clausura,0,Home,W,1,0,Binacional,Víctor Balta,4-2-3-1,4-2-3-1,Diego Haro,Sport Huancayo,2022-10-10 15:30:00
